abc command read data/library/mcnc.genlib
Entered genlib library with 23 gates from file "data/library/mcnc.genlib".
abc command read_blif data/su/cla32.blif
Line 11: Skipping line ".default_input_arrival 0.00 0.00 ".
Line 12: Skipping line ".default_output_required 0.00 0.00 ".
Line 13: Skipping line ".default_input_drive 0.10 0.10 ".
Line 14: Skipping line ".default_output_load 2.00 ".
Line 15: Skipping line ".default_max_input_load 999.00 ".
abc command print_stats
[1;37mcla32                         :[0m i/o =   64/   33  lat =    0  nd =   419  edge =    952  area =958.00  delay =38.50  lev = 27
--------------- round 1 ---------------
seed = 2531465778
maxLevel = 4
4,1,0
8,1,0
18,1,0
22,1,0
26,1,0
34,1,0
46,1,0
56,1,0
66,1,0
96,1,0
106,1,0
130,1,0
134,1,0
138,1,0
146,1,0
192,1,0
242,1,0
274,1,0
284,1,0
332,1,0
336,1,0
340,1,0
348,1,0
418,1,0
490,1,0
494,1,0
498,1,0
508,1,0
520,1,0
590,1,0
600,1,0
672,1,0
776,1,0
888,1,0
966,1,0
978,1,0
1088,1,0
1092,1,0
1096,1,0
1104,1,0
1254,1,0
1420,1,0
1564,1,0
1576,1,0
1600,1,0
1776,1,0
1780,1,0
1784,1,0
1790,1,0
1998,1,0
2234,1,0
2262,1,0
2300,1,0
2310,1,0
2332,1,0
2510,1,0
2514,1,0
2518,1,0
2524,1,0
2736,1,0
2964,1,0
2968,1,0
2972,1,0
2978,1,0
2988,1,0
3014,1,0
3048,1,0
3096,1,0
3206,1,0
3396,1,0
3406,1,0
3474,1,0
3676,1,0
3892,1,0
4154,1,0
4174,1,0
4202,1,0
4284,1,0
4314,0.994669,1.11961e-05
4530,0.994923,1.06623e-05
4558,0.994954,1.05968e-05
4784,0.995192,1.00962e-05
5024,0.995422,9.61385e-06
5028,0.995426,9.60621e-06
5032,0.995429,9.59857e-06
5038,0.995435,9.58714e-06
5048,0.995444,9.56815e-06
5338,0.995691,9.04833e-06
5342,0.995694,9.04156e-06
5346,0.995698,9.03479e-06
5352,0.995703,9.02466e-06
5362,0.995711,9.00783e-06
5394,0.995736,8.95439e-06
5434,0.995767,8.88848e-06
5484,0.995806,8.80744e-06
5764,0.99601,8.3796e-06
5836,0.996059,8.27622e-06
5936,0.996125,8.13679e-06
6234,0.996311,7.74783e-06
6548,0.996487,7.3763e-06
6912,0.996672,6.98785e-06
6916,0.996674,6.98381e-06
6920,0.996676,6.97977e-06
6926,0.996679,6.97372e-06
6936,0.996684,6.96367e-06
6970,0.992253,5.76858e-05
7016,0.986174,0.000125527
7062,0.980034,0.000143372
7076,0.980073,0.000143088
7186,0.980379,0.000140898
7220,0.976039,0.000142871
7276,0.968939,0.000154201
7386,0.956675,0.000175957
7502,0.957345,0.000173236
7524,0.957469,0.00017273
7556,0.95765,0.000171998
7726,0.958581,0.000168214
7866,0.959319,0.00016522
8062,0.960308,0.000161203
8092,0.960455,0.000160606
8126,0.96062,0.000159934
8168,0.960823,0.000159111
8376,0.961796,0.00015516
8596,0.962773,0.000151189
8886,0.963988,0.000146255
9194,0.965195,0.000141355
9546,0.966478,0.000136143
9550,0.966492,0.000136086
9554,0.966506,0.000136029
9562,0.966534,0.000135915
9574,0.966576,0.000135745
9880,0.967611,0.00013154
9954,0.967852,0.000130563
9986,0.967955,0.000130144
10026,0.968083,0.000129625
10126,0.968398,0.000128345
10446,0.969366,0.000124413
10782,0.970321,0.000120536
11166,0.971342,0.000116391
11190,0.971403,0.000116141
11476,0.972116,0.000113247
11566,0.972333,0.000112366
11598,0.97034,0.000112828
11608,0.96959,0.000112972
11642,0.969679,0.000112642
11736,0.969922,0.00011174
12084,0.970788,0.000108522
12448,0.971642,0.000105349
12452,0.971651,0.000105315
12456,0.97166,0.000105281
12462,0.971674,0.00010523
12472,0.971697,0.000105146
12892,0.972619,0.00010172
12926,0.972691,0.000101453
12970,0.972783,0.000101109
13022,0.972892,0.000100705
13056,0.971048,0.000102018
13468,0.971933,9.88974e-05
13556,0.972116,9.82554e-05
13988,0.972977,9.52209e-05
14434,0.973812,9.22786e-05
14438,0.973819,9.22531e-05
14442,0.973826,9.22275e-05
14448,0.973837,9.21892e-05
14458,0.973855,9.21255e-05
14948,0.974712,8.91056e-05
15176,0.960398,0.000102866
15372,0.954528,0.000101618
15604,0.940464,0.000130809
15910,0.92357,0.000147623
15958,0.9238,0.000147179
16274,0.92528,0.000144321
16610,0.926791,0.000141402
16632,0.925746,0.000147431
16680,0.925959,0.000147007
17098,0.927769,0.000143413
17564,0.929686,0.000139608
17914,0.93106,0.000136881
18276,0.932425,0.000134169
18308,0.932543,0.000133935
18706,0.933978,0.000131085
18736,0.934084,0.000130875
18772,0.934211,0.000130624
18816,0.934364,0.000130319
19258,0.935871,0.000127328
19714,0.937354,0.000124383
20194,0.938843,0.000121426
20692,0.940315,0.000118504
20696,0.940327,0.000118481
20700,0.940338,0.000118458
20706,0.940355,0.000118424
20716,0.940384,0.000118366
21286,0.941981,0.000115197
21738,0.943187,0.000112802
21816,0.94339,0.000112398
21848,0.943473,0.000112234
21888,0.943576,0.000112029
21998,0.943859,0.000111468
22466,0.945028,0.000109146
22950,0.946187,0.000106844
22954,0.946197,0.000106826
22958,0.946206,0.000106807
22966,0.946225,0.00010677
22978,0.946253,0.000106714
23514,0.947478,0.000104282
23538,0.947532,0.000104175
23956,0.948447,0.000102358
24056,0.948661,0.000101932
24088,0.94873,0.000101797
24098,0.948751,0.000101755
24132,0.948823,0.000101611
24236,0.949043,0.000101175
24736,0.950073,9.913e-05
25256,0.951101,9.7089e-05
25260,0.951108,9.70736e-05
25264,0.951116,9.70583e-05
25270,0.951128,9.70352e-05
25280,0.951147,9.69968e-05
25846,0.952217,9.48727e-05
25850,0.952224,9.4858e-05
25854,0.952232,9.48434e-05
25860,0.952243,9.48213e-05
25870,0.952261,9.47847e-05
25904,0.952324,9.46603e-05
25944,0.952397,9.45143e-05
25992,0.952485,9.43398e-05
26026,0.952547,9.42166e-05
26584,0.953543,9.22389e-05
26672,0.953697,9.19346e-05
27248,0.954676,8.99912e-05
27844,0.955646,8.80649e-05
28488,0.956648,8.60741e-05
29040,0.957472,8.4438e-05
29062,0.957505,8.43741e-05
29094,0.957551,8.42813e-05
29174,0.957668,8.40502e-05
29266,0.957801,8.3786e-05
29296,0.957844,8.37002e-05
29332,0.957896,8.35974e-05
29956,0.958773,8.18561e-05
29960,0.958778,8.18451e-05
29964,0.958784,8.18342e-05
29970,0.958792,8.18178e-05
30634,0.959685,8.00444e-05
31318,0.960566,7.82962e-05
31894,0.961278,7.68822e-05
31974,0.961375,7.66898e-05
32004,0.961411,7.66179e-05
32042,0.961457,7.65271e-05
32148,0.961584,7.62747e-05
32742,0.962281,7.4891e-05
33352,0.962971,7.35212e-05
33356,0.962975,7.35124e-05
33360,0.96298,7.35036e-05
33366,0.962986,7.34904e-05
33376,0.962997,7.34684e-05
34038,0.963717,7.20395e-05
34058,0.963738,7.19972e-05
34624,0.964331,7.08202e-05
34654,0.964362,7.07589e-05
34682,0.964391,7.07018e-05
34714,0.964424,7.06366e-05
34798,0.964509,7.04661e-05
35424,0.965137,6.92209e-05
36072,0.965763,6.79774e-05
36076,0.965767,6.79698e-05
36080,0.965771,6.79623e-05
36086,0.965776,6.7951e-05
36096,0.965786,6.79322e-05
36794,0.966435,6.66435e-05
36826,0.966464,6.65856e-05
36866,0.9665,6.65133e-05
36916,0.966546,6.64232e-05
36954,0.96658,6.63549e-05
37644,0.967193,6.51387e-05
37728,0.967266,6.49936e-05
38436,0.967869,6.37964e-05
39162,0.968464,6.26138e-05
39166,0.968468,6.26074e-05
39170,0.968471,6.2601e-05
39176,0.968476,6.25914e-05
39186,0.968484,6.25754e-05
39954,0.969089,6.13726e-05
40048,0.969162,6.12285e-05
40090,0.969194,6.11644e-05
40638,0.96961,6.03396e-05
40776,0.969713,6.01354e-05
40816,0.969742,6.00764e-05
40838,0.969759,6.00441e-05
41034,0.969903,5.97573e-05
41746,0.970416,5.87381e-05
41776,0.970438,5.86959e-05
41814,0.970464,5.86426e-05
41860,0.970497,5.85781e-05
42588,0.971001,5.75768e-05
43332,0.971499,5.65882e-05
43336,0.971502,5.6583e-05
43340,0.971504,5.65778e-05
43346,0.971508,5.65699e-05
43356,0.971515,5.65569e-05
44140,0.972021,5.55523e-05
44144,0.972023,5.55473e-05
44148,0.972026,5.55423e-05
44154,0.97203,5.55347e-05
44164,0.972036,5.55221e-05
44196,0.972056,5.54819e-05
44898,0.972493,5.46145e-05
44976,0.972541,5.45197e-05
45008,0.97256,5.4481e-05
45046,0.972584,5.4435e-05
45150,0.972647,5.43096e-05
45874,0.973078,5.34525e-05
46614,0.973506,5.26039e-05
47400,0.973945,5.17316e-05
47422,0.973957,5.17076e-05
48118,0.974334,5.09597e-05
48210,0.974383,5.08625e-05
48240,0.974399,5.08308e-05
48272,0.974416,5.07971e-05
48368,0.974467,5.06963e-05
49128,0.974862,4.99121e-05
49908,0.975254,4.9132e-05
49912,0.975256,4.91281e-05
49916,0.975258,4.91241e-05
49922,0.975261,4.91182e-05
49932,0.975266,4.91084e-05
50754,0.975667,4.8313e-05
50758,0.975669,4.83092e-05
50762,0.975671,4.83054e-05
50770,0.975675,4.82978e-05
50782,0.97568,4.82864e-05
50814,0.975696,4.8256e-05
50852,0.975714,4.82199e-05
50900,0.975737,4.81745e-05
50938,0.975755,4.81385e-05
51748,0.976134,4.7385e-05
51832,0.976173,4.73082e-05
52660,0.976548,4.65644e-05
53504,0.976918,4.58298e-05
54370,0.977285,4.50999e-05
54374,0.977287,4.50966e-05
54378,0.977289,4.50932e-05
54386,0.977292,4.50866e-05
54398,0.977297,4.50767e-05
54422,0.977307,4.50568e-05
54454,0.97732,4.50303e-05
54484,0.977333,4.50055e-05
54520,0.977348,4.49758e-05
55344,0.977685,4.43062e-05
56186,0.978019,4.36422e-05
57058,0.978355,4.29752e-05
57062,0.978357,4.29722e-05
57066,0.978358,4.29692e-05
57074,0.978361,4.29632e-05
57892,0.978667,4.23561e-05
57976,0.978698,4.22947e-05
57986,0.978702,4.22874e-05
58016,0.978713,4.22656e-05
58106,0.978746,4.22001e-05
58944,0.979048,4.16002e-05
59818,0.979354,4.09923e-05
60712,0.979658,4.03887e-05
61580,0.979945,3.98194e-05
61590,0.979948,3.9813e-05
61616,0.979957,3.97962e-05
62514,0.980244,3.92245e-05
63422,0.980527,3.86629e-05
63426,0.980528,3.86605e-05
63430,0.98053,3.8658e-05
63438,0.980532,3.86532e-05
63450,0.980536,3.86459e-05
64374,0.980815,3.80912e-05
64378,0.980816,3.80888e-05
64382,0.980818,3.80864e-05
64390,0.98082,3.80817e-05
65256,0.981075,3.75763e-05
66144,0.981329,3.70718e-05
67072,0.981587,3.65589e-05
67082,0.98159,3.65535e-05
67106,0.981596,3.65404e-05
68038,0.981848,3.60399e-05
68988,0.982098,3.55436e-05
69938,0.982342,3.50608e-05
70140,0.982392,3.49598e-05
70180,0.981918,3.51793e-05
70424,0.981981,3.50574e-05
70708,0.982053,3.49166e-05
71020,0.982132,3.47632e-05
71350,0.982214,3.46024e-05
71360,0.982091,3.51027e-05
71718,0.98218,3.49275e-05
72084,0.982271,3.47502e-05
72094,0.982204,3.50276e-05
72494,0.982302,3.48343e-05
72928,0.982407,3.4627e-05
73768,0.982608,3.42327e-05
73878,0.982634,3.41818e-05
73922,0.982644,3.41614e-05
74068,0.982678,3.40941e-05
74458,0.982769,3.39155e-05
75218,0.982943,3.35728e-05
75632,0.983036,3.3389e-05
76470,0.983222,3.30231e-05
77340,0.983411,3.26517e-05
78242,0.983602,3.22752e-05
79166,0.983794,3.18985e-05
79170,0.983794,3.18969e-05
79174,0.983795,3.18953e-05
79180,0.983796,3.18929e-05
80122,0.983987,3.15179e-05
81070,0.984174,3.11494e-05
81092,0.984178,3.11409e-05
81116,0.984183,3.11317e-05
82032,0.98436,3.07841e-05
82044,0.984362,3.07796e-05
82090,0.984371,3.07623e-05
82152,0.984383,3.07391e-05
82218,0.984395,3.07144e-05
83148,0.98457,3.03709e-05
n388 is replaced by n413 with estimated error 0
error = 0
area = 952
delay = 38.5
#gates = 419
output circuit appNtk/cla32_1_0_952_38.5.blif
time = 683210236 us
--------------- round 2 ---------------
seed = 2531465778
maxLevel = 4
83152,0.98457,3.03694e-05
83156,0.984571,3.0368e-05
83166,0.984573,3.03643e-05
83170,0.984574,3.03629e-05
83174,0.984575,3.03614e-05
83182,0.984576,3.03585e-05
83194,0.984578,3.03541e-05
83204,0.98458,3.03505e-05
83214,0.984582,3.03468e-05
83244,0.984587,3.03359e-05
83254,0.984589,3.03322e-05
83278,0.984594,3.03235e-05
83282,0.984595,3.0322e-05
83286,0.984595,3.03206e-05
83294,0.984597,3.03177e-05
83340,0.984605,3.03009e-05
83390,0.984614,3.02828e-05
83422,0.98462,3.02712e-05
83432,0.984622,3.02675e-05
83480,0.984631,3.02501e-05
83484,0.984632,3.02487e-05
83488,0.984633,3.02472e-05
83496,0.984634,3.02443e-05
83566,0.984647,3.0219e-05
83638,0.98466,3.0193e-05
83642,0.984661,3.01915e-05
83646,0.984662,3.01901e-05
83656,0.984663,3.01865e-05
83668,0.984666,3.01821e-05
83738,0.984678,3.01569e-05
83748,0.98468,3.01533e-05
83820,0.984693,3.01274e-05
83924,0.984712,3.00901e-05
84036,0.984733,3.005e-05
84114,0.984747,3.00221e-05
84126,0.984749,3.00178e-05
84236,0.984769,2.99786e-05
84240,0.98477,2.99772e-05
84244,0.98477,2.99758e-05
84252,0.984772,2.99729e-05
84402,0.984799,2.99197e-05
84568,0.984829,2.98609e-05
84712,0.984855,2.98102e-05
84724,0.984857,2.9806e-05
84748,0.984861,2.97975e-05
84924,0.984892,2.97358e-05
84928,0.984893,2.97344e-05
84932,0.984894,2.9733e-05
84938,0.984895,2.97309e-05
85146,0.984932,2.96582e-05
85382,0.984973,2.95763e-05
85410,0.984978,2.95666e-05
85448,0.984985,2.95534e-05
85458,0.984987,2.955e-05
85480,0.984991,2.95423e-05
85658,0.985022,2.9481e-05
85662,0.985023,2.94796e-05
85666,0.985023,2.94782e-05
85672,0.985024,2.94761e-05
85884,0.985061,2.94034e-05
86112,0.985101,2.93255e-05
86116,0.985101,2.93242e-05
86120,0.985102,2.93228e-05
86126,0.985103,2.93208e-05
86136,0.985105,2.93174e-05
86162,0.985109,2.93085e-05
86196,0.985115,2.9297e-05
86244,0.985124,2.92806e-05
86354,0.985143,2.92433e-05
86544,0.985175,2.91791e-05
86554,0.985177,2.91758e-05
86622,0.985189,2.91529e-05
86824,0.985223,2.9085e-05
87040,0.98526,2.90129e-05
87302,0.985304,2.89258e-05
87322,0.985307,2.89192e-05
87350,0.985312,2.89099e-05
87432,0.985326,2.88828e-05
87462,0.985068,2.94251e-05
87678,0.985105,2.93526e-05
87706,0.985109,2.93433e-05
87932,0.985148,2.92678e-05
88172,0.985188,2.91882e-05
88176,0.985189,2.91869e-05
88180,0.985189,2.91855e-05
88186,0.98519,2.91835e-05
88196,0.985192,2.91802e-05
88486,0.985241,2.90846e-05
88490,0.985241,2.90833e-05
88494,0.985242,2.9082e-05
88500,0.985243,2.908e-05
88510,0.985245,2.90767e-05
88542,0.98525,2.90662e-05
88582,0.985257,2.90531e-05
88632,0.985265,2.90367e-05
88912,0.985311,2.89452e-05
88984,0.985323,2.89218e-05
89084,0.98534,2.88894e-05
89382,0.985389,2.8793e-05
89696,0.98544,2.86922e-05
90060,0.985499,2.85763e-05
90064,0.985499,2.8575e-05
90068,0.9855,2.85737e-05
90074,0.985501,2.85718e-05
90084,0.985502,2.85687e-05
90118,0.985164,3.24835e-05
90164,0.984695,3.77754e-05
90210,0.984215,3.9217e-05
90224,0.984217,3.9211e-05
90334,0.984236,3.91632e-05
90368,0.983888,3.93592e-05
90424,0.983312,4.0335e-05
90534,0.982294,4.22482e-05
90650,0.982317,4.21942e-05
90672,0.982321,4.21839e-05
90704,0.982327,4.2169e-05
90874,0.98236,4.20901e-05
91014,0.982387,4.20254e-05
91210,0.982425,4.19351e-05
91240,0.982431,4.19213e-05
91274,0.982437,4.19057e-05
91316,0.982446,4.18864e-05
91524,0.982485,4.17912e-05
91744,0.982527,4.1691e-05
92034,0.982583,4.15596e-05
92342,0.982641,4.1421e-05
92694,0.982707,4.12637e-05
92698,0.982707,4.12619e-05
92702,0.982708,4.12602e-05
92710,0.98271,4.12566e-05
92722,0.982712,4.12513e-05
93028,0.982769,4.11156e-05
93102,0.982782,4.10829e-05
